Author,Shayari,Tag
ayushmann khurrana,"Maine Takiye Se Rui Nikaal Kr Badal Bana Diye, 
Jo Khwaab Poore Na Ho Sake, Yun Hi Uda Diye",sher
ayushmann khurrana,"Raaste Khoobsurat Hain Tumhare Saath, 
Manzil Ki Filhaal Baat Nhi Karte",sher
ayushmann khurrana," Aankhen Bhi Kholni Padti Hain Ujaale Ke Liye, 
Keval Sooraj Ke Nikalne Se Hi Andhera Nahin Jata",sher
ayushmann khurrana,"Uss Gali Ne Yeh Sun Ke Sabr Kiya, 
Ki Jaane Waale Yahaan Ke The Hee Nahi",sher
ayushmann khurrana,"Tum Is Sheher Ki Rivaayat Se Anjaan Ho Dost, 
Yahaan Yaad Rehne Ke Liye, Yaad Dilaana Padta Hai.",sher
ayushmann khurrana,"Baat Baat Pe Muskurata Hai Ye Aadmi, 
Kisi Chote Sheher Se Aaya Hua Lagta Hai",sher
ayushmann khurrana," Dikhane Lagta Hai Wo Khwaab Aasmaano Ke, 
Zameen Se Jab Bhi Mai Manoos Hone Lagta Hoon",sher
ayushmann khurrana," Jis Saadgi Ne Mujhe Kahin Ka Nahi Rakha 
Wo Aaj Keh Rahi Hai Kuch Toh Gunah Kar",sher
ayushmann khurrana," Zamaane Mein Tanhaiyon Ka Alam Toh Dekhiye, 
Hum Khud Ko Taaakte Hain Le Le Ke Selfiyan",sher
ayushmann khurrana,"Zindagi Ne Bahut Zimmedaar Bana Rakha Hai
Mujhe Aaj Bas Zidd Karne Ka Mann Hai",sher
ayushmann khurrana," Roz Har Waqt Yahi Sochta Hoon Main
Ki Apni Hi Nakal Karne Mein Maat Kha Raha Hoon Main",sher
ayushmann khurrana,"Koi Gair Yaar Baney, Koi Yaar Baney Gair,
Aise Hi Hai Zindagi, Kisi Mantaq Ke Bagair",sher
ayushmann khurrana,"Kitna Jaanta Hoga Woh Shaks Mere Baare Mein, 
Mere Muskuraane Pe Jisne Pooch Liya Tum Udaas Kyun Ho",sher
ayushmann khurrana,"Yeh Toh Parindo Ki Masoomiyat Hai Verna, 
Doosre Ke Gharon Mein Ab Aata Jata Kaun Hai",sher
ayushmann khurrana,"Yahan Har Kisi Ko Daraaron Mein Jhaankne Ki Aadat Hai,
Darwaaze Khol Do Koi Poochne Tak Na Aayega",sher
ayushmann khurrana,"Meri Khwahish Sirf Main Hoon, 
Isliye Sab Mein Khud Ko Hi Talaashta Hoon",sher
ayushmann khurrana,"Raat Bhar Chalti Rahi Ungliyan Mobile Par
Kitaab Sine Pr Rakh Kar Soye Hue Ek Zamana Ho Gaya",sher
ayushmann khurrana,"- Milta Hai Kabhi Aise Jaise Barso Ki Jaan Pehchaan Ho, 
Aur Phir Milta Hai Aise Jaise Bilkul Hi Anjaan Ho",sher
ayushmann khurrana,"Zikr Tera Har Lafz Mein Karoonga..
Fikr Na Kar, Tera Naam Na Loonga",sher
ayushmann khurrana,"Mohabbat Mein Itminaan Rakhna,
Jism Se Pehle Jaan Rakhna",sher
ayushmann khurrana," Khuda Jaane Ke Taghaaful Hai Ya Naadani Uski,
Woh Mera Haal Samajhta Hai, Aur Samajhta Bhi Nahi",sher
ayushmann khurrana," Yeh Kaunsa Andaaz Mohabbat Sikha Gayi Usko, 
Who Rooth Kar Bhi Mujhse Muskura Ka Milta Hai",sher
ayushmann khurrana,"Pehle Dost Bane, Dost Se Jaan Bane, 
Jaan Se Anjaan Bane, Aur Bas Zindagi Aagey Badh Gayi",sher
ayushmann khurrana," Seekh Kar Gaya Wo Mohabbat Mujhse
Ab Jisse Bhi Krega, Bemisaal Krega",sher
ayushmann khurrana,"Main Shayad Dikhta Hoon Tumhe Ki Main Adhoora Hoon 
Asal Mein Main Khud Mein Hi Bahut Poora Hoon",sher
ayushmann khurrana,"Safalta Ki Oonchai P Rho Toh Dheeraj Rakhna, 
Pakshi Bhi Jaante Hain Ki Aasmaan Mein Baithne Ki Jagah Nhi Hoti",sher
ayushmann khurrana,"Wo Waada Jo Tumne Kabhi Kiya Hi Nahi, 
Wo Waada Kabhi Yun Hi Nibha Jana",sher
ayushmann khurrana,"Wo Jo Taqdeer Mein Likhe Nhi Hote Hain
Unhi Ki Aarzoo Ko Ishq Kehte Hain",sher
ayushmann khurrana,"Khaamoshiyon Ka Mazaa Alag Hai,
Keh Kar Baat Bigaado Mat",sher
ayushmann khurrana,"Ajeeb Lutf Tha Nadaaniyon Ke Aalam Mein
Samajh Mein Aayi Toh Baaton Ka Wo Maza Bhi Gaya",sher
ayushmann khurrana,"Hasna Chahun Bhi Toh Hasne Nhi Deta Mujhko
Aisa Lagta Hain Koi Mujhse Khafa Hai Mujhme",sher
ayushmann khurrana,"Bahut Dino Baad Tumhari Almaari Kholi,
Aur Mila Tumhari Khushbu Se,
Jise Main Janta Hoon Tumse Bhi Behtar,
Kyunki Who Rehti Thi Mere Saath Tumhare Jaane Ke Baad Bhi.",sher
ayushmann khurrana,"Keemti Thha Woh Itna,
Ki Jaane Na Diya Usey Kho Kar Bhi",sher
ayushmann khurrana,"Roshan Rehta Hai Ye Sheher Apne Tarike Se
Yahan Chiragon Se Zyada Dil Jalte Hain",sher
ayushmann khurrana," Kuch Door Sath Chalo, Us Mod Tak Hi
Jab Mod Aayega, Mai Bataunga Hi Nahi",sher
ayushmann khurrana,"Ek Umr Gustaakhiyon Ke Liye Bhi Naseeb Ho
Yeh Zindagi Toh Bus Adab Mein Hi Guzar Gayi",sher
ayushmann khurrana,"Mujhe Poora Mat Janna,
Agar Janna Ho Toh Waqt Lena, Purani Zindagi
Magar Mujhe Poora Mat Janna.",sher
ayushmann khurrana,"Hai Tu Meri Us Kitab Ki Tarah Shaista Jise Padhne Na Doonga Kisi Ko
Keh Dunga Jhooth Ki Na Hai Aur Na Kabhi Thi Tu Mere Paas, Kisi Kone Mein Chupi",sher
ayushmann khurrana," Neend Laapata Hai.
Tera Pyaar Thoda Sakht Hai Ya Shayad Mera Takiya Thoda Naram",sher
amitabh bachchan,"Mutthi me kuch sapne lekar,
Bharkar jeebo me aashaaye,
Dilo me hai armaan yahi,
Kuch kar jaaye….kuch kar jaaye,

Suraj-sa tej nahi mujhme,
Deepak sa jalta dekhoge,
Apni hadd raushan karne se,
Tum mujhko kab tak rokoge..!

Mai us maati ka vraksh nahi jisko nadiyo ne seencha hai…
Banjar maati me palkar maine mrityu se jeevan kheencha hai.

Mai patthar par likhi ibadat hu,
Sheese se kab tak todoge…
mitne vala main naam nahi,
Tum mujhko kab tak rokoge,
Tum mujhe kab tak rokoge,

Is jung me jitne zulm nhi,
utne sehne ki taaqat hai,
Taano ke shor me reh kar
sach kehne ki aadat hai.

Mai saagar se bhi gehra hu…
Tum kitne kankad fekoge,
Chun chun kar aage badhunga mai,
Tum mujhko kab tak rokoge.

Jhuk jhuk kar seedha khada hua, ab fir jhukne ka shauk nahi
Apne hi haatho racha svyam
tumse mitne ka khauf nahi.

Tum haalaato ki mutthi me
jab jab bhi mujhko jhokoge..
Tab tapkar sona banunga mai,
Tum mujhko kab tak rokoge.","Mujhe Kab Tak Rokoge
"
amitabh bachchan,"ये गर्व है मेरा, बेटी, बेटियाँ जब उभर कर आती हैं,
अपने दम पर कुछ करके हमें दिखाती हैं
मोतियों से पिरोयी हुई ये माला, ऐसे करना
गहना अनमोल है, इसे सुरक्षित रखना ",
amitabh bachchan,"जी हाँ हुज़ूर मैं काम करता हूँ
मैं सुबह शाम काम करता हूँ
मैं रात बा रात काम करता हूँ
मैं रातों रात काम करता हूँ",
amitabh bachchan,"’तुम्हारी गुफ़्तुगू से आस की ख़ुश्बू छलकती है
जहाँ तुम हो वहाँ पे ज़िंदगी मालूम होती है “‘",
amitabh bachchan,"“कुछ इतनी तल्ख़ उस दिन हो गई थी गुफ़्तुगू उन से
कई दिन से ज़बाँ का ज़ाइक़ा अच्छा नहीं लगता ”",
amitabh bachchan,"“वो रिश्ते बड़े प्यारे होते हैं जिनमें न हक़ हो,
न शक हो न अपना हो, न पराया हो,
न जात हो, न जज़बात हो
सिर्फ अपनेपन का एहसास हो”",
amitabh bachchan,"एक अरसा हुआ अल्फ़ाज़ों को स्याही में भीगा देखे….
कम्बख़त मोबाइल ने चिट्ठियों का वज़ूद ही ख़त्म कर दिया..!!",
amitabh bachchan,"वो भी क्या दिन थे जब घड़ी एकाध के पास होती
थी और समय सब के पास होता था ।।।”",
amitabh bachchan,"’’तुम्हारी गुफ़्तुगू से आस की ख़ुश्बू छलकती है
जहाँ तुम हो वहाँ पे ज़िंदगी मालूम होती है “‘

“कुछ इतनी तल्ख़ उस दिन हो गई थी गुफ़्तुगू उन से
कई दिन से ज़बाँ का ज़ाइक़ा अच्छा नहीं लगता ”


 
“वो रिश्ते बड़े प्यारे होते हैं जिनमें न हक़ हो,
न शक हो न अपना हो, न पराया हो,
न जात हो, न जज़बात हो
सिर्फ अपनेपन का एहसास हो”
एक अरसा हुआ अल्फ़ाज़ों को स्याही में भीगा देखे….
कम्बख़त मोबाइल ने चिट्ठियों का वज़ूद ही ख़त्म कर दिया..!!


 
“वो भी क्या दिन थे जब घड़ी एकाध के पास होती
थी और समय सब के पास होता था ।।।”


 
‘आँखे बंद करने से , मुसीबत नहीं टलती ।
और मुसीबत आए बिना ,आँखे नहीं खुलती ।”",
amitabh bachchan,"खुबसूरत हुआ करते थे बचपन के वो दिन,
दुश्मनी की जगह सिर्फ एक कट्टी हुआ करती थी,
और दो उंगलिया जुडने से,दोस्ती फिर शुरू हो जाती थी”",
amitabh bachchan,"“देखा करो कभी अपनी माँ की आँखों में,
ये वो आईना है जिसमें बच्चे कभी बूढ़े नहीं होते||",
amitabh bachchan,"तू खुद की खोज में निकल
तू किस लिए हताश है, तू चल तेरे वजूद की
समय को भी तलाश है
समय को भी तलाश है
जो तुझ से लिपटी बेड़ियाँ
समझ न इन को वस्त्र तू
जो तुझ से लिपटी बेड़ियाँ
समझ न इन को वस्त्र तू
ये बेड़ियां पिघाल के
बना ले इनको शस्त्र तू
बना ले इनको शस्त्र तू
तू खुद की खोज में निकल
तू किस लिए हताश है, तू चल तेरे वजूद की
समय को भी तलाश है
समय को भी तलाश है
चरित्र जब पवित्र है
तोह क्यों है ये दशा तेरी
चरित्र जब पवित्र है
तोह क्यों है ये दशा तेरी
ये पापियों को हक़ नहीं
की ले परीक्षा तेरी
की ले परीक्षा तेरी
तू खुद की खोज में निकल
तू किस लिए हताश है तू चल, तेरे वजूद की
समय को भी तलाश है
जला के भस्म कर उसे
जो क्रूरता का जाल है
जला के भस्म कर उसे
जो क्रूरता का जाल है
तू आरती की लौ नहीं
तू क्रोध की मशाल है
तू क्रोध की मशाल है
तू खुद की खोज में निकल
तू किस लिए हताश है, तू चल तेरे वजूद की
समय को भी तलाश है
समय को भी तलाश है
चूनर उड़ा के ध्वज बना
गगन भी कपकाएगा
चूनर उड़ा के ध्वज बना
गगन भी कपकाएगा
अगर तेरी चूनर गिरी
तोह एक भूकंप आएगा
एक भूकंप आएगा
तू खुद की खोज में निकल
तू किस लिए हताश है, तू चल तेरे वजूद की
समय को भी तलाश है
समय को भी तलाश है |",Tu Chal
javed akhtar,"kabhī jo ḳhvāb thā vo pā liyā hai 
magar jo kho ga.ī vo chiiz kyā thī ",sher
javed akhtar,"zarā mausam to badlā hai magar peḌoñ kī shāḳhoñ par na.e pattoñ ke aane meñ abhī kuchh din lageñge 
bahut se zard chehroñ par ġhubār-e-ġham hai kam be-shak par un ko muskurāne meñ abhī kuchh din lageñge",sher
javed akhtar,"jidhar jaate haiñ sab jaanā udhar achchhā nahīñ lagtā 

mujhe pāmāl rastoñ kā safar achchhā nahīñ lagtā ",sher
javed akhtar,"in charāġhoñ meñ tel hī kam thā 

kyuuñ gila phir hameñ havā se rahe ",sher
javed akhtar,"Dar ham ko bhī lagtā hai raste ke sannāTe se 

lekin ek safar par ai dil ab jaanā to hogā ",sher
javed akhtar,"mujhe dushman se bhī ḳhuddārī kī ummīd rahtī hai 

kisī kā bhī ho sar qadmoñ meñ sar achchhā nahīñ lagtā ",sher
javed akhtar,"ūñchī imāratoñ se makāñ merā ghir gayā 

kuchh log mere hisse kā sūraj bhī khā ga.e ",sher
javed akhtar,"
ġhalat bātoñ ko ḳhāmoshī se sunñā haamī bhar lenā 

bahut haiñ fā.ede is meñ magar achchhā nahīñ lagtā ",sher
javed akhtar,"is shahr meñ jiine ke andāz nirāle haiñ 

hoñToñ pe latīfe haiñ āvāz meñ chhāle haiñ ",sher
javed akhtar,"ham to bachpan meñ bhī akele the 

sirf dil kī galī meñ khele the 4",sher
javed akhtar,"dhuāñ jo kuchh gharoñ se uTh rahā hai 

na puure shahar par chhā.e to kahnā ",sher
javed akhtar,"yaad use bhī ek adhūrā afsāna to hogā 

kal raste meñ us ne ham ko pahchānā to hogā ",sher
javed akhtar,"maiñ pā sakā na kabhī is ḳhalish se chhuTkārā 

vo mujh se jiit bhī saktā thā jaane kyuuñ haarā ",sher
javed akhtar,"tab ham donoñ vaqt churā kar laate the 

ab milte haiñ jab bhī fursat hotī hai ",sher
javed akhtar,"kabhī ham ko yaqīñ thā zo.am thā duniyā hamārī jo muḳhālif ho to ho jaa.e magar tum mehrbāñ ho 

hameñ ye baat vaise yaad to ab kyā hai lekin haañ ise yaksar bhulāne meñ abhī kuchh din lageñge",sher
javed akhtar,"agar palak pe hai motī to ye nahīñ kaafī 

hunar bhī chāhiye alfāz meñ pirone kā ",sher
javed akhtar,"isī jagah isī din to huā thā ye elaan 

añdhere haar ga.e zindabād hindostān ",sher
javed akhtar,"maiñ bachpan meñ khilaune toḌtā thā 

mire anjām kī vo ibtidā thī ",sher
javed akhtar,"tum ye kahte ho ki maiñ ġhair huuñ phir bhī shāyad 

nikal aa.e koī pahchān zarā dekh to lo ",sher
javed akhtar,"yahī hālāt ibtidā se rahe 

log ham se ḳhafā ḳhafā se rahe ",sher
javed akhtar,"aql ye kahtī hai duniyā miltī hai bāzār meñ 

dil magar ye kahtā hai kuchh aur behtar dekhiye ",sher
javed akhtar,"sab kā ḳhushī se fāsla ek qadam hai 

har ghar meñ bas ek hī kamra kam hai ",sher
javed akhtar,"us kī ā.ankhoñ meñ bhī kājal phail rahā hai 

maiñ bhī muḌ ke jaate jaate dekh rahā huuñ ",sher
javed akhtar,"bahāna DhūñDte rahte haiñ koī rone kā 

hameñ ye shauq hai kyā āstīñ bhigone kā ",sher
javed akhtar,"ġhairoñ ko kab fursat hai dukh dene kī 

jab hotā hai koī hamdam hotā hai ",sher
javed akhtar,"mujhe māyūs bhī kartī nahīñ hai 

yahī aadat tirī achchhī nahīñ hai ",sher
javed akhtar,"ye zindagī bhī ajab kārobār hai ki mujhe 

ḳhushī hai paane kī koī na rañj khone kā ",sher
javed akhtar,"nekī ik din kaam aatī hai ham ko kyā samjhāte ho 

ham ne be-bas marte dekhe kaise pyāre pyāre log ",sher
javed akhtar,"
koī shikva na ġham na koī yaad 

baiThe baiThe bas aañkh bhar aa.ī ",sher
javed akhtar,"ik mohabbat kī ye tasvīr hai do rañgoñ meñ 

shauq sab merā hai aur saarī hayā us kī hai ",sher
javed akhtar,"
ik khilaunā jogī se kho gayā thā bachpan meñ 

DhūñDhtā phirā us ko vo nagar nagar tanhā ",sher
javed akhtar,"āgahī se milī hai tanhā.ī 

aa mirī jaan mujh ko dhokā de ",sher
javed akhtar,"har taraf shor usī naam kā hai duniyā meñ 

koī us ko jo pukāre to pukāre kaise ",sher
javed akhtar,"khulā hai dar pa tirā intizār jaatā rahā 

ḳhulūs to hai magar e'tibār jaatā rahā ",sher
javed akhtar,"phir ḳhamoshī ne saaz chheḌā hai 

phir ḳhayālāt ne lī añgḌā.ī ",sher
javed akhtar,"ek ye din jab apnoñ ne bhī ham se naata toḌ liyā 

ek vo din jab peḌ kī shāḳheñ bojh hamārā sahtī thiiñ ",sher
javed akhtar,"chhat kī kaḌiyoñ se utarte haiñ mire ḳhvāb magar 

merī dīvāroñ se Takrā ke bikhar jaate haiñ ",sher
javed akhtar,"dukh ke jañgal meñ phirte haiñ kab se maare maare log 

jo hotā hai sah lete haiñ kaise haiñ bechāre log ",sher
javed akhtar,"us ke bandoñ ko dekh kar kahiye 

ham ko ummīd kyā ḳhudā se rahe ",sher
javed akhtar,"maiñ qatl to ho gayā tumhārī galī meñ lekin 

mire lahū se tumhārī dīvār gal rahī hai ",sher
javed akhtar,"thiiñ sajī hasrateñ dukānoñ par 

zindagī ke ajiib mele the",sher
javed akhtar,"us darīche meñ bhī ab koī nahīñ aur ham bhī 

sar jhukā.e hue chup-chāp guzar jaate haiñ ",sher
javed akhtar,"hai paash paash magar phir bhī muskurātā hai 

vo chehra jaise ho TuuTe hue khilaune kā ",sher
javed akhtar,"ḳhuun se sīñchī hai maiñ ne jo zamīñ mar mar ke 

vo zamīñ ek sitam-gar ne kahā us kī hai ",sher
javed akhtar,"pur-sukūñ lagtī hai kitnī jhiil ke paanī pe bat 

pairoñ kī be-tābiyāñ paanī ke andar dekhiye ",sher
javed akhtar,"kal jahāñ dīvār thī hai aaj ik dar dekhiye 

kyā samā.ī thī bhalā dīvāne ke sar dekhiye ",sher
